text,opinion,source,target,expression,polarity
"Как сообщается, этот план, очевидно, созрел в голове 45-летнего Даны Мартина, который отбывает два пожизненных срока за изнасилование и убийство 15-летней девушки в Вермонте, совершенные в 2000 году.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Даны Мартина'], ['64:76']], 'Polar_expression': [['изнасилование'], ['120:133']], 'Polarity': 'NEG'}",AUTHOR,Даны Мартина,изнасилование,NEG
"Как сообщается, этот план, очевидно, созрел в голове 45-летнего Даны Мартина, который отбывает два пожизненных срока за изнасилование и убийство 15-летней девушки в Вермонте, совершенные в 2000 году.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Даны Мартина'], ['64:76']], 'Polar_expression': [['убийство 15-летней девушки'], ['136:162']], 'Polarity': 'NEG'}",AUTHOR,Даны Мартина,убийство 15-летней девушки,NEG
"Мартин, содержащийся в тюрьме в Лас-Крусес, штат Нью-Мексико, встретился там с Марком Стааке и убедил его убить четырех человек после освобождения, в том числе — Бибера.","{'Source': [['Мартин'], ['0:6']], 'Target': [['Бибера'], ['162:168']], 'Polar_expression': [['убить'], ['106:111']], 'Polarity': 'NEG'}",Мартин,Бибера,убить,NEG
"Мартин, содержащийся в тюрьме в Лас-Крусес, штат Нью-Мексико, встретился там с Марком Стааке и убедил его убить четырех человек после освобождения, в том числе — Бибера.","{'Source': [['Марком Стааке'], ['79:92']], 'Target': [['Бибера'], ['162:168']], 'Polar_expression': [['убить'], ['106:111']], 'Polarity': 'NEG'}",Марком Стааке,Бибера,убить,NEG
"Мартин, содержащийся в тюрьме в Лас-Крусес, штат Нью-Мексико, встретился там с Марком Стааке и убедил его убить четырех человек после освобождения, в том числе — Бибера.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Марком Стааке'], ['79:92']], 'Polar_expression': [['убить четырех человек'], ['106:127']], 'Polarity': 'NEG'}",AUTHOR,Марком Стааке,убить четырех человек,NEG
"Мартин, содержащийся в тюрьме в Лас-Крусес, штат Нью-Мексико, встретился там с Марком Стааке и убедил его убить четырех человек после освобождения, в том числе — Бибера.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Мартин'], ['0:6']], 'Polar_expression': [['убить четырех человек'], ['106:127']], 'Polarity': 'NEG'}",AUTHOR,Мартин,убить четырех человек,NEG
После освобождения Стааке связался с другими людьми и запустил план в действие.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Согласно материалам уголовного дела, Мартин инициировал этот заговор, потому что чувствовал себя оскорбленным из-за того, что Бибер не отвечал на его письма.","{'Source': [['Мартин'], ['37:43']], 'Target': [['Бибер'], ['126:131']], 'Polar_expression': [['не отвечал на его письма'], ['132:156']], 'Polarity': 'NEG'}",Мартин,Бибер,не отвечал на его письма,NEG
Жерар Депардьё решил отказаться от французского гражданства,"{'Source': [['Жерар Депардьё'], ['0:14']], 'Target': [['французского'], ['35:47']], 'Polar_expression': [['решил отказаться'], ['15:31']], 'Polarity': 'NEG'}",Жерар Депардьё,французского,решил отказаться,NEG
"Актёр французского происхождения, лауреат премии «Золотой глобус», двукратный лауреат премии «Сезар» и номинант на премию «Оскар» в номинации «Лучший актёр», кавалер ордена Почётного легиона и ордена «За заслуги», ресторатор, винодел, один из «популярнейших и любимейших актёров не только во Франции, но и далеко за её пределами» 63-летний Жерар Депардьё решил отказаться от французского гражданства.","{'Source': [['Жерар Депардьё'], ['340:354']], 'Target': [['французского'], ['6:18']], 'Polar_expression': [['решил отказаться'], ['355:371']], 'Polarity': 'NEG'}",Жерар Депардьё,французского,решил отказаться,NEG
"Актёр французского происхождения, лауреат премии «Золотой глобус», двукратный лауреат премии «Сезар» и номинант на премию «Оскар» в номинации «Лучший актёр», кавалер ордена Почётного легиона и ордена «За заслуги», ресторатор, винодел, один из «популярнейших и любимейших актёров не только во Франции, но и далеко за её пределами» 63-летний Жерар Депардьё решил отказаться от французского гражданства.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Жерар Депардьё'], ['340:354']], 'Polar_expression': [['популярнейших и любимейших актёров'], ['244:278']], 'Polarity': 'POS'}",AUTHOR,Жерар Депардьё,популярнейших и любимейших актёров,POS
В сентябре 2012 года с прошением о предоставлении гражданства к властям Бельгии обратился совладелец крупнейшего в мире производителя предметов роскоши Louis Vuitton Moet Hennessy миллиардер Бернар Арно.,"{'Source': [['Бернар Арно'], ['191:202']], 'Target': [['властям Бельгии'], ['64:79']], 'Polar_expression': [['прошением о предоставлении гражданства'], ['23:61']], 'Polarity': 'POS'}",Бернар Арно,властям Бельгии,прошением о предоставлении гражданства,POS
В сентябре 2012 года с прошением о предоставлении гражданства к властям Бельгии обратился совладелец крупнейшего в мире производителя предметов роскоши Louis Vuitton Moet Hennessy миллиардер Бернар Арно.,"{'Source': [['Бернар Арно'], ['191:202']], 'Target': [['Бельгии'], ['72:79']], 'Polar_expression': [['прошением о предоставлении гражданства'], ['23:61']], 'Polarity': 'POS'}",Бернар Арно,Бельгии,прошением о предоставлении гражданства,POS
"Президент совета директоров крупной французской машиностроительной компании Schneider Electric Жан-Паскаль Трикуар переехал в Гонконг, а почётный президент одного из мировых лидеров парфюмерии и косметики L’Oréal Линдси Оуэн-Джонс с лета 2012 года живёт в Лугано в Швейцарии.","{'Source': [['Жан-Паскаль Трикуар'], ['95:114']], 'Target': [['Гонконг'], ['126:133']], 'Polar_expression': [['переехал'], ['115:123']], 'Polarity': 'POS'}",Жан-Паскаль Трикуар,Гонконг,переехал,POS
В ноябре 2012 года Жерар Депардьё приобрёл недвижимость в бельгийской деревне Нешэн и зарегистрировался по этому месту жительства.,"{'Source': [['Жерар Депардьё'], ['19:33']], 'Target': [['бельгийской'], ['58:69']], 'Polar_expression': [['приобрёл недвижимость'], ['34:55']], 'Polarity': 'POS'}",Жерар Депардьё,бельгийской,приобрёл недвижимость,POS
Этот шаг актёра вызвал негативную реакцию французских политиков.,"{'Source': [['политиков'], ['54:63']], 'Target': [['актёра'], ['9:15']], 'Polar_expression': [['негативную реакцию'], ['23:41']], 'Polarity': 'NEG'}",политиков,актёра,негативную реакцию,NEG
В частности премьер-министр Франции Жан-Марк Эро назвал решение Депардье о переезде в Бельгию «жалким поступком».,"{'Source': [['Жан-Марк Эро'], ['36:48']], 'Target': [['Депардье'], ['64:72']], 'Polar_expression': [['жалким поступком'], ['95:111']], 'Polarity': 'NEG'}",Жан-Марк Эро,Депардье,жалким поступком,NEG
В частности премьер-министр Франции Жан-Марк Эро назвал решение Депардье о переезде в Бельгию «жалким поступком».,"{'Source': [['Жан-Марк Эро'], ['36:48']], 'Target': [['Депардье'], ['64:72']], 'Polar_expression': [['переезде в Бельгию'], ['75:93']], 'Polarity': 'NEG'}",Жан-Марк Эро,Депардье,переезде в Бельгию,NEG
"Подобные высказывания обидели актёра и он направил в адес премьер министра открытое письмо, в котором возмутился словами чиновника: ''""«Я не прошу одобрения моего поступка, но, по крайней мере, уважайте его! Никто, из покидавших страну, не был оскорблен так, как я»''.","{'Source': [['актёра'], ['30:36']], 'Target': [['премьер министра'], ['58:74']], 'Polar_expression': [['возмутился'], ['102:112']], 'Polarity': 'NEG'}",актёра,премьер министра,возмутился,NEG
"В своём послании Депардьё не стеснялся в высказываниях и фактически отказался от французского гражданства: Кто вы такой, чтобы судить меня, господин Эйро, я вас спрашиваю, кто вы?","{'Source': [['Депардьё'], ['17:25']], 'Target': [['французского'], ['81:93']], 'Polar_expression': [['отказался'], ['68:77']], 'Polarity': 'NEG'}",Депардьё,французского,отказался,NEG
"В своём послании Депардьё не стеснялся в высказываниях и фактически отказался от французского гражданства: Кто вы такой, чтобы судить меня, господин Эйро, я вас спрашиваю, кто вы?","{'Source': [['Депардьё'], ['17:25']], 'Target': [['Эйро'], ['149:153']], 'Polar_expression': [['Кто вы такой, чтобы судить меня'], ['107:138']], 'Polarity': 'NEG'}",Депардьё,Эйро,"Кто вы такой, чтобы судить меня",NEG
"Я настоящий европеец и гражданин мира, как учил меня мой отец.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"В ходе стрельбы в синагоге Сан-Диего в городе Пауэй, штат Калифорния, погиб один человек.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Сообщается о ещё трёх пострадавших, среди них раввин синагоги Исорел Голстайн и девочка 8 лет.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Во время нападения прихожане отмечали конец еврейского праздника Песах, ворвавшийся преступник открыл огонь из штурмовой винтовки.","{'Source': [['прихожане'], ['19:28']], 'Target': [['преступник'], ['84:94']], 'Polar_expression': [['преступник'], ['84:94']], 'Polarity': 'NEG'}",прихожане,преступник,преступник,NEG
"Во время нападения прихожане отмечали конец еврейского праздника Песах, ворвавшийся преступник открыл огонь из штурмовой винтовки.","{'Source': [['прихожане'], ['19:28']], 'Target': [['преступник'], ['84:94']], 'Polar_expression': [['открыл огонь'], ['95:107']], 'Polarity': 'NEG'}",прихожане,преступник,открыл огонь,NEG
"Шеф полиции Сан-Диего рассказал, что после преступления злоумышленник позвонил в службу спасения 911, где рассказал о содеянном.","{'Source': [['Шеф полиции Сан-Диего'], ['0:21']], 'Target': [['злоумышленник'], ['56:69']], 'Polar_expression': [['преступления'], ['43:55']], 'Polarity': 'NEG'}",Шеф полиции Сан-Диего,злоумышленник,преступления,NEG
"Шеф полиции Сан-Диего рассказал, что после преступления злоумышленник позвонил в службу спасения 911, где рассказал о содеянном.","{'Source': [['Шеф полиции Сан-Диего'], ['0:21']], 'Target': [['злоумышленник'], ['56:69']], 'Polar_expression': [['злоумышленник'], ['56:69']], 'Polarity': 'NEG'}",Шеф полиции Сан-Диего,злоумышленник,злоумышленник,NEG
После чего сдался без сопротивления доехавшему до него полицейскому.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Это 19-летний Джон Эрнест студент из филиала университета штата Калифорния в городе Сан-Маркос.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
В своём послании он подверг критике политику Дональда Трампа за поддержку Израиля и консерваторов за их «недостаточно агрессивную» политику.,"{'Source': [['NULL'], ['0:0']], 'Target': [['Дональда Трампа'], ['45:60']], 'Polar_expression': [['критике'], ['28:35']], 'Polarity': 'NEG'}",NULL,Дональда Трампа,критике,NEG
В своём послании он подверг критике политику Дональда Трампа за поддержку Израиля и консерваторов за их «недостаточно агрессивную» политику.,"{'Source': [['Дональда Трампа'], ['45:60']], 'Target': [['Израиля'], ['74:81']], 'Polar_expression': [['поддержку'], ['64:73']], 'Polarity': 'POS'}",Дональда Трампа,Израиля,поддержку,POS
В своём послании он подверг критике политику Дональда Трампа за поддержку Израиля и консерваторов за их «недостаточно агрессивную» политику.,"{'Source': [['NULL'], ['0:0']], 'Target': [['консерваторов'], ['84:97']], 'Polar_expression': [['критике'], ['28:35']], 'Polarity': 'NEG'}",NULL,консерваторов,критике,NEG
В своём послании он подверг критике политику Дональда Трампа за поддержку Израиля и консерваторов за их «недостаточно агрессивную» политику.,"{'Source': [['NULL'], ['0:0']], 'Target': [['консерваторов'], ['84:97']], 'Polar_expression': [['«недостаточно агрессивную» политику'], ['104:139']], 'Polarity': 'NEG'}",NULL,консерваторов,«недостаточно агрессивную» политику,NEG
"В октябре 2018 года, в Питтсбурге, штат Пенсильвания, тоже случилось нападение на синагогу, тогда погибло 11 человек и шестеро пострадали.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Кокорин и Мамаев осуждены на полтора года,"{'Source': [['NULL'], ['0:0']], 'Target': [['Мамаев'], ['10:16']], 'Polar_expression': [['осуждены'], ['17:25']], 'Polarity': 'NEG'}",NULL,Мамаев,осуждены,NEG
Кокорин и Мамаев осуждены на полтора года,"{'Source': [['NULL'], ['0:0']], 'Target': [['Кокорин'], ['0:7']], 'Polar_expression': [['осуждены'], ['17:25']], 'Polarity': 'NEG'}",NULL,Кокорин,осуждены,NEG
"8 мая завершился суд по делу о побоях: Александр Кокорин и Павел Мамаев получили, соответственно, 1 год 6 месяцев и 1 год 5 месяцев.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Александр Кокорин'], ['39:56']], 'Polar_expression': [['побоях'], ['31:37']], 'Polarity': 'NEG'}",AUTHOR,Александр Кокорин,побоях,NEG
"8 мая завершился суд по делу о побоях: Александр Кокорин и Павел Мамаев получили, соответственно, 1 год 6 месяцев и 1 год 5 месяцев.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Павел Мамаев'], ['59:71']], 'Polar_expression': [['побоях'], ['31:37']], 'Polarity': 'NEG'}",AUTHOR,Павел Мамаев,побоях,NEG
"На то, что футболисты (или отдельный футболист) получит тюремный срок, был коэффициент 1,5.","{'Source': [['NULL'], ['0:0']], 'Target': [['футболисты'], ['11:21']], 'Polar_expression': [['тюремный срок'], ['56:69']], 'Polarity': 'NEG'}",NULL,футболисты,тюремный срок,NEG
"Пресненский суд вынес приговор, согласно которому футболисты будут переведены в колонию общего режима для отбывания наказания.","{'Source': [['Пресненский суд'], ['0:15']], 'Target': [['футболисты'], ['50:60']], 'Polar_expression': [['приговор'], ['22:30']], 'Polarity': 'NEG'}",Пресненский суд,футболисты,приговор,NEG
"С учётом того, что Кокорин и Мамаев пребывали несколько месяцев в СИЗО, их заключение сокращено и составит до шести месяцев.","{'Source': [['NULL'], ['0:0']], 'Target': [['Мамаев'], ['29:35']], 'Polar_expression': [['заключение'], ['75:85']], 'Polarity': 'NEG'}",NULL,Мамаев,заключение,NEG
"С учётом того, что Кокорин и Мамаев пребывали несколько месяцев в СИЗО, их заключение сокращено и составит до шести месяцев.","{'Source': [['NULL'], ['0:0']], 'Target': [['Кокорин'], ['19:26']], 'Polar_expression': [['заключение'], ['75:85']], 'Polarity': 'NEG'}",NULL,Кокорин,заключение,NEG
"Точный срок пребывания в колонии неизвестен, так как возможна подача одной апелляции на решение суда, во время рассмотрения которой заключённые продолжат пребывать в СИЗО, где один день пребывания приравнивается к 1,5 дням в колонии.","{'Source': [['NULL'], ['0:0']], 'Target': [['суда'], ['96:100']], 'Polar_expression': [['апелляции'], ['75:84']], 'Polarity': 'NEG'}",NULL,суда,апелляции,NEG
Также на 1 год 5 месяцев осуждён Александр Протасовицкий.,"{'Source': [['NULL'], ['0:0']], 'Target': [['Александр Протасовицкий'], ['33:56']], 'Polar_expression': [['осуждён'], ['25:32']], 'Polarity': 'NEG'}",NULL,Александр Протасовицкий,осуждён,NEG
Адвокат Александра Кокорина Андрей Ромашов прокомментировал приговор суда:,"{'Source': [['Андрей Ромашов'], ['28:42']], 'Target': [['Александра Кокорина'], ['8:27']], 'Polar_expression': [['Адвокат'], ['0:7']], 'Polarity': 'POS'}",Андрей Ромашов,Александра Кокорина,Адвокат,POS
Адвокат Александра Кокорина Андрей Ромашов прокомментировал приговор суда:,"{'Source': [['суда'], ['69:73']], 'Target': [['Андрей Ромашов'], ['28:42']], 'Polar_expression': [['приговор'], ['60:68']], 'Polarity': 'NEG'}",суда,Андрей Ромашов,приговор,NEG
Адвокат Александра Кокорина Андрей Ромашов прокомментировал приговор суда:,"{'Source': [['суда'], ['69:73']], 'Target': [['Александра Кокорина'], ['8:27']], 'Polar_expression': [['приговор'], ['60:68']], 'Polarity': 'NEG'}",суда,Александра Кокорина,приговор,NEG
Обама назначил сенатора Керри на пост госсекретаря США,"{'Source': [['Обама'], ['0:5']], 'Target': [['Керри'], ['24:29']], 'Polar_expression': [['назначил'], ['6:14']], 'Polarity': 'POS'}",Обама,Керри,назначил,POS
"Президент США Барак Обама в пятницу официально выдвинул кандидатуру сенатора-демократа Джона Керри на пост государственного секретаря, начав тем самым работу по формированию нового аппарата национальной безопасности.","{'Source': [['Барак Обама'], ['14:25']], 'Target': [['Джона Керри'], ['87:98']], 'Polar_expression': [['выдвинул кандидатуру'], ['47:67']], 'Polarity': 'POS'}",Барак Обама,Джона Керри,выдвинул кандидатуру,POS
В настоящий момент Керри возглавляет комитет Сената по международным отношениям.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Выступая на церемонии в Белом доме, Обама назвал Керри ''«наилучшей кандидатурой для того, чтобы вести вперед американскую дипломатию в предстоящие годы»''.","{'Source': [['Обама'], ['36:41']], 'Target': [['Керри'], ['49:54']], 'Polar_expression': [['наилучшей кандидатурой для того, чтобы вести вперед американскую дипломатию в предстоящие годы'], ['58:152']], 'Polarity': 'POS'}",Обама,Керри,"наилучшей кандидатурой для того, чтобы вести вперед американскую дипломатию в предстоящие годы",POS
"Президент выразил уверенность, что кандидатура Керри будет быстро утверждена Сенатом и отметил, что ''«жизненный опыт Керри подготовил его к этой новой роли»''.","{'Source': [['Президент'], ['0:9']], 'Target': [['Керри'], ['47:52']], 'Polar_expression': [['жизненный опыт Керри подготовил его к этой новой роли'], ['103:156']], 'Polarity': 'POS'}",Президент,Керри,жизненный опыт Керри подготовил его к этой новой роли,POS
Керри на церемонии не выступал.,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Выдвижения кандидатуры Керри, представляющего в Сенате штата Массачусетс и номинировавшегося на пост президента в 2004 году, ожидалось еще с прошлой недели, когда представитель США в ООН Сьюзан Райс попросила президента Обаму снять ее кандидатуру.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Райс подверглась резкой критике со стороны республиканцев в Конгрессе в связи со своими комментариями по поводу нападения на американское консульство в ливийском городе Бенгази.,"{'Source': [['республиканцев'], ['43:57']], 'Target': [['Райс'], ['0:4']], 'Polar_expression': [['комментариями по поводу нападения на американское консульство в ливийском городе Бенгази'], ['88:176']], 'Polarity': 'NEG'}",республиканцев,Райс,комментариями по поводу нападения на американское консульство в ливийском городе Бенгази,NEG
Райс подверглась резкой критике со стороны республиканцев в Конгрессе в связи со своими комментариями по поводу нападения на американское консульство в ливийском городе Бенгази.,"{'Source': [['республиканцев'], ['43:57']], 'Target': [['Райс'], ['0:4']], 'Polar_expression': [['резкой критике'], ['17:31']], 'Polarity': 'NEG'}",республиканцев,Райс,резкой критике,NEG
"Обама активно выступал в защиту Райс, являющейся его близким другом и давним советником, однако республиканские сенаторы пообещали заблокировать ее кандидатуру, если президент выдвинет её на пост госсекретаря.","{'Source': [['Обама'], ['0:5']], 'Target': [['Райс'], ['32:36']], 'Polar_expression': [['выступал в защиту'], ['14:31']], 'Polarity': 'POS'}",Обама,Райс,выступал в защиту,POS
"Обама активно выступал в защиту Райс, являющейся его близким другом и давним советником, однако республиканские сенаторы пообещали заблокировать ее кандидатуру, если президент выдвинет её на пост госсекретаря.","{'Source': [['Обама'], ['0:5']], 'Target': [['Райс'], ['32:36']], 'Polar_expression': [['близким другом'], ['53:67']], 'Polarity': 'POS'}",Обама,Райс,близким другом,POS
"Обама активно выступал в защиту Райс, являющейся его близким другом и давним советником, однако республиканские сенаторы пообещали заблокировать ее кандидатуру, если президент выдвинет её на пост госсекретаря.","{'Source': [['Обама'], ['0:5']], 'Target': [['Райс'], ['32:36']], 'Polar_expression': [['давним советником'], ['70:87']], 'Polarity': 'POS'}",Обама,Райс,давним советником,POS
"Обама активно выступал в защиту Райс, являющейся его близким другом и давним советником, однако республиканские сенаторы пообещали заблокировать ее кандидатуру, если президент выдвинет её на пост госсекретаря.","{'Source': [['сенаторы'], ['112:120']], 'Target': [['Райс'], ['32:36']], 'Polar_expression': [['заблокировать'], ['131:144']], 'Polarity': 'NEG'}",сенаторы,Райс,заблокировать,NEG
69-летний Керри выполнял несколько важных дипломатических миссий при администрации Обамы.,"{'Source': [['администрации Обамы'], ['69:88']], 'Target': [['Керри'], ['10:15']], 'Polar_expression': [['выполнял несколько важных дипломатических миссий'], ['16:64']], 'Polarity': 'POS'}",администрации Обамы,Керри,выполнял несколько важных дипломатических миссий,POS
"Ранее он также пытался вести переговоры с президентом Сирии Башаром Асадом, жестоко подавляющим массовые выступления оппозиции в своей стране.","{'Source': [['Башаром Асадом'], ['60:74']], 'Target': [['оппозиции'], ['117:126']], 'Polar_expression': [['жестоко подавляющим'], ['76:95']], 'Polarity': 'NEG'}",Башаром Асадом,оппозиции,жестоко подавляющим,NEG
"Ранее он также пытался вести переговоры с президентом Сирии Башаром Асадом, жестоко подавляющим массовые выступления оппозиции в своей стране.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Башаром Асадом'], ['60:74']], 'Polar_expression': [['жестоко подавляющим массовые выступления оппозиции'], ['76:126']], 'Polarity': 'NEG'}",AUTHOR,Башаром Асадом,жестоко подавляющим массовые выступления оппозиции,NEG
Керри сыграл также видную роль в восстановлении дипломатических отношений между США и Вьетнамом.,"{'Source': [['США'], ['80:83']], 'Target': [['Вьетнамом'], ['86:95']], 'Polar_expression': [['восстановлении дипломатических отношений'], ['33:73']], 'Polarity': 'POS'}",США,Вьетнамом,восстановлении дипломатических отношений,POS
Керри сыграл также видную роль в восстановлении дипломатических отношений между США и Вьетнамом.,"{'Source': [['Вьетнамом'], ['86:95']], 'Target': [['США'], ['80:83']], 'Polar_expression': [['восстановлении дипломатических отношений'], ['33:73']], 'Polarity': 'POS'}",Вьетнамом,США,восстановлении дипломатических отношений,POS
Керри сыграл также видную роль в восстановлении дипломатических отношений между США и Вьетнамом.,"{'Source': [['AUTHOR'], ['NULL']], 'Target': [['Керри'], ['0:5']], 'Polar_expression': [['сыграл также видную роль в восстановлении дипломатических отношений между США и Вьетнамом'], ['6:95']], 'Polarity': 'POS'}",AUTHOR,Керри,сыграл также видную роль в восстановлении дипломатических отношений между США и Вьетнамом,POS
"Сенатор заслужил высокую оценку представителей администрации Обамы, когда произнес речь о проблемах национальной безопасности на национальном съезде Демократической партии, прошедшем в августе этого года.","{'Source': [['представителей администрации Обамы'], ['32:66']], 'Target': [['Сенатор'], ['0:7']], 'Polar_expression': [['речь о проблемах национальной безопасности'], ['83:125']], 'Polarity': 'POS'}",представителей администрации Обамы,Сенатор,речь о проблемах национальной безопасности,POS
"Сенатор заслужил высокую оценку представителей администрации Обамы, когда произнес речь о проблемах национальной безопасности на национальном съезде Демократической партии, прошедшем в августе этого года.","{'Source': [['представителей администрации Обамы'], ['32:66']], 'Target': [['Сенатор'], ['0:7']], 'Polar_expression': [['высокую оценку'], ['17:31']], 'Polarity': 'POS'}",представителей администрации Обамы,Сенатор,высокую оценку,POS
"''«Спросите Усаму бин Ладена, лучше ли ему живется сейчас, чем четыре года назад»'', — заявил он в своем выступлении.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Керри участвовал в войне во Вьетнаме и получил несколько наград за свои военные заслуги, однако резко осуждал эту войну, когда вернулся в США.","{'Source': [['США'], ['138:141']], 'Target': [['Керри'], ['0:5']], 'Polar_expression': [['получил несколько наград за свои военные заслуги'], ['39:87']], 'Polarity': 'POS'}",США,Керри,получил несколько наград за свои военные заслуги,POS
В Китае умер бывший глава корпорации CITIC,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
Штаб-квартира CITIC Pacific в Гонконге,"{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Ван Цзюнь, бывший председатель китайской инвестиционной корпорации CITIC, скончался 10 июня 2019 года в возрасте 78 лет.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Родился в провинции Хунань в 1941 году, в детстве жил в Синьцзяне.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Окончил Харбинский военно-инженерный колледж, работал инженером на Цзяннаньской судоверфи.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"По словам сослуживцев, он ездил в другие регионы с математиком Хуа Логэном, чтобы продвигать передовые методы производства.","{'Source': [['NULL'], ['0:0']], 'Target': [['Хуа Логэном'], ['63:74']], 'Polar_expression': [['продвигать передовые методы производства'], ['82:122']], 'Polarity': 'POS'}",NULL,Хуа Логэном,продвигать передовые методы производства,POS
"После службы в ВМС с 1979 года работал в госкорпорации CITIC, созданной с одобрения Дэн Сяопина.","{'Source': [['Дэн Сяопина'], ['84:95']], 'Target': [['CITIC'], ['55:60']], 'Polar_expression': [['одобрения'], ['74:83']], 'Polarity': 'POS'}",Дэн Сяопина,CITIC,одобрения,POS
"Принял участие в её создании, в 1995—2006 годах занимал пост председателя, его называли «красный капиталист».","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"CITIC играла важную роль в интеграции Китая в мировые финансовые рынки, она остаётся одним из крупнейших держателей иностранных активов.","{'Source': [['AUTHOR'], ['NULL']], 'Target': [['CITIC'], ['0:5']], 'Polar_expression': [['играла важную роль в интеграции Китая в мировые финансовые рынки'], ['6:70']], 'Polarity': 'POS'}",AUTHOR,CITIC,играла важную роль в интеграции Китая в мировые финансовые рынки,POS
"Ван Цзюнь (фото) много времени проводил в Гонконге, в отставке увлекался гольфом.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Его отец, Ван Чжэнь, родился в бедности, работал с 14 лет.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"В 1927 году в 19 лет вступил в Коммунистическую партию, служил в Красной армии.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
"Участник Великого похода в 1934—1935 годах, гражданской войны с Гоминьданом и войны с Японией.","{'Source': [['NULL'], ['0:0']], 'Target': [['NULL'], ['0:0']], 'Polar_expression': [['NULL'], ['0:0']], 'Polarity': 'NONE'}",NULL,NULL,NULL,NONE
